airline_name,author,date,content,type_traveller,cabin_flown,overall_rating,seat_comfort_rating,cabin_staff_rating,food_beverages_rating,inflight_entertainment_rating,ground_service_rating,value_money_rating,recommended
vistara,S Anand,2018-03-26,"✅ Trip Verified | The only flight in India which cares for its customers. I was flying Amritsar to Mumbai with Vistara. The flight got delayed by 3 hours approximately. I received sms regularly notifying me that the flight was delayed. We were offered meals at the airport, one move to compensate for the delay caused by them, which if you are travelling by any other airline, won't even offer a glass of water or juice. After entering the flight, the decor amazed me. We were again offered an in-flight meal, both the meals were delicious. Until the flight got ready for departure, every passenger received a personalised apology letter and to make up for this we were offered 10% discount vouchers for our next travel. I am sure any other airline wouldn't have even apologised for any delay. After getting down at Mumbai, my luggage got swapped with another flyer, the immediate response of the ground staff was commendable, they traced the customer and immediately and got the bags exchanged.",Solo Leisure,Economy Class,10,5,5,5,,5,4,yes
vistara,Gordana Medunic,2018-03-25,"✅ Trip Verified |  Varanasi to Delhi. Wonderful experience. I was informed on flight schedule on time. The plane interior is spacious, nice looking. The crew is kind and helpful. Food (vegetable pancake and chocolate muffin) was very delicious, in fact I didn't expect to get any food, so, that was a great surprise. All in all, Vistara highly recommended!",Business,Economy Class,10,5,5,5,5,5,5,yes
vistara,Mridula Dua,2018-03-24,"✅ Trip Verified |  Delhi to Ahmedabad. Had one of the best experiences. Comfortable seats, cordial staff and the most amazing breakfast served in flight. Three cheers to Vistara for this. Not only was the food tasty, but was served piping hot. Presentation was great and the cherry on the cake was the aromatic hot tea in the end. Loved it.",Solo Leisure,Economy Class,10,4,5,5,,5,5,yes
vistara,Jerril John,2018-03-18,"✅ Trip Verified |  Cochin to New Delhi. Fabulous. The best inflight experience. Great food choices, well trained staff make the service a memorable trip for passengers. Keep going and keep shining. The best in India and kudos to the entire team.",Family Leisure,Economy Class,10,5,5,5,,5,5,yes
vistara,G Firth,2018-02-25,"✅ Trip Verified | Flew Vistara for the first time during a recent visit to India from Cochi to Delhi. Not difficult to tell that Singapore Airlines is involved as a partner in this airline. Check-in, boarding, and in-flight service were all superb. Flight was on-time and bags reached the carousel before we did. vistara doesn't have as extensive a network as the other Indian airlines, but seem to be in expansion model. Great airline!",Couple Leisure,Business Class,10,5,5,5,,5,5,yes
vistara,T Thomson,2018-02-21,"✅ Trip Verified | First time flying with Vistara from Delhi to Bhubaneshwar, and overall I was impressed. The gentleman at check-in was extremely professional, courteous, and helpful, as were the rest of the staff. The aircraft was modern and clean. The only small downside on the whole flight was the fact that they run their own rewards program, rather than being integrated with existing international programs ie Flying Blue, or Star Alliance - hence after 15 flights so far this year, I have still only been credited with 13 of them.",Business,Economy Class,9,4,4,4,,5,4,yes
vistara,Vaibhav Shete,2018-02-13,✅ Trip Verified |  New Delhi to Mumbai. Flying with Vistara is a different experience altogether. Flying in UK963 from New Delhi to Mumbai was good. The staff was friendly. Even the flight attendants were helpful. Food option was both Veg and Non Veg servings. Local delicacies were served during the flight which is unique to Vistara. The plane was clean and tidy. The only con for the flight was a lack of In flight entertainment.,Business,Economy Class,8,5,5,5,2,5,4,yes
vistara,C Haltin,2018-01-21,"✅ Trip Verified |  Varanasi to Delhi. I had a really wonderful flight with Vistara. It was slightly more expensive than budget options, but offered a wonderful snack (a large samosa and a chocolate muffin), a cup of decent coffee, and a small water bottle, all for free. It was a bit unexpected and very delicious. All staff had great manners and I felt very comfortable, despite seats that were a little weak on cushioning. Would recommend.",Solo Leisure,Economy Class,10,3,5,5,,4,5,yes
vistara,Shilpi Sharan ,2018-01-18,"✅ Trip Verified | Vistara, what a blessing in disguise. I was travelling with my infant daughter alone and this fact was taken note of right from the entry gate of Ranchi airport to exiting the gate of New Delhi Airport. The airport staff and cabin crew members were co-operative throughout. I am a frequent flyer, this has been the best I've experienced till now.",Family Leisure,Economy Class,10,5,5,5,5,5,5,yes
vistara,Sharma Umessh Kumar,2018-01-13,"✅ Trip Verified |  Mumbai to Delhi. The food is included in fare with Vistara. It was Ekadasi from Hindu calendar, of course I follow this. Air hostess offered me khichdi food, after noticing that i told her that i can't eat khichdi. I believe that she understood that i don't want to eat Khichdi. So she offered me her food box, then i told her, today i can't eat rice in any form. She apologized & after some time some how she offered me some fruits & cookies to eat. Really appreciable for what she did on right time. I don't know whether airline trained air hostess for this or it was her initiative. Thanks to Vistara for such nice experience.",Solo Leisure,Economy Class,10,5,5,4,4,4,5,yes
vistara,Souvik Das,2017-12-20,"✅ Trip Verified |  Delhi to Mumbai. Vistara’s service is aimed at a premium overall appeal. The website interface is smooth, although the app could be better designed. Web check-in is smooth, and you don’t need to pay extra to pre-reserve a window/aisle seat of choice. Even spot check-in is easy, bag drops are always hassle free even in busy terminals like the T3 at New Delhi. The seats have comfortable leather. Leg and knee room is among the best, and you also get a coat hanger hook. However, no in-flight entertainment is a disappointment for a premium full-service airline. The food options are changing, and still remain decent. However, they were better when Vistara began, even though they still remain better than Jet Airways and Air India. The staff is very helpful and amiable, and  offer extra pillows and blankets. This was also the only domestic flight to offer a welcome drink in the Economy Class. Vistara is the best domestic airline in India in terms of quality, hospitality, cleanliness. The only thing really off-putting are the very few flights that they have right now even on popular routes, and the lacklustre Club Vistara membership programme.",Business,Economy Class,8,4,5,3,,5,3,yes
vistara,Usha Ganisetti,2017-11-18,"✅ Verified Review |  My parents travelled this morning with Vistara from Hyderabad to Delhi with connection to London via a different airline. The connection time we had between two flights was only 1 and half hours and we were made aware that the luggage had to be collected in Delhi and then checked-in again in the other airlines to London. As my parents were travelling for the first time, they started panicking as they do not have enough time to collect the luggage, got to the other airline desk for check-in , immigration and to the gate. But Vistara Airlines helped and checked in the luggage in business class so their luggage would come first and they can collect immediately when they come out.  They made my parents feel comfortable during that flight and arranged staff to assist them to reach the other flight on time with best support an airline can offer. Hats off to Team Vistara for such amazing support. ",Couple Leisure,Economy Class,10,5,5,5,,5,5,yes
vistara,Sandi Kunda,2017-10-19,"✅ Verified Review |  Delhi to Bagdogra. Boarding was quick. Cabin crew were very polite, helpful, and courteous. Food was alright. They offered bunch of drinks. All were non-alcoholic though. I wish the seats were better, considering it's premium economy. The aircraft looked like old. May be they have leased it from other airline or agency. Overall it was good, and will fly again.",Solo Leisure,Premium Economy,7,3,4,4,,4,4,yes
vistara,Kailash Kumar,2017-10-08,"✅ Verified Review |  Ahmedabad to Delhi. Vistara weigh check in baggage. My laptop trolley bag was 8kg and I was harassed to check in the luggage and not taking it by hand. I requested to their manager as well that this is the only bag and I have my laptop in bag, but of no use, they said either pay extra money or check in the baggage. Finally I have to take my laptop in my hand and check in the baggage. When tried to log in feedback at their site then their site doesn't take any feedback. Attached herewith the snapshot of the same. Never expected such an unprofessional behaviour from airlines like Vistara. Although I am a member of club Vistara as well, but still of no use.",Business,Economy Class,2,1,1,1,1,1,1,no
vistara,Vipin Jain,2017-09-14,"✅ Verified Review |  Delhi to Pune. Vistara  might be new to market and so offering best services. They are not compromising on quality. Best inflight services, punctual, clean and comfortable. Staff take good care. Overall best domestic flight experience.",Solo Leisure,Economy Class,10,5,5,5,1,5,5,yes
vistara,Shubham Mantri,2017-09-02,"✅ Verified Review |  Delhi to Pune. It started with the best check in facility at New Delhi Metro Station with luggage as well. There was no rush at the counter. Vistara had best boarding service with the comfortable seats in Economy. They served food and their was a dessert called ""Chocolate Fruit Triple"" and that was the best dessert. When I told them the dessert was so yummy they offered me one more. Coming Best in every possible thing. I will recommend to choose Vistara for a great experience.",Solo Leisure,Economy Class,10,5,5,5,1,5,5,yes
vistara,Nitin Bajaj,2017-07-04,"✅ Verified Review |  Hyderabad to Delhi. Ground Service at Hyderabad easy, no hassle check in, boarding was reasonable and was done in about 20 minutes from first call. Seat: 9A - no recline seat - ok for a short flight, decent legroom and cushioning. Not a fan of the Vistara colour scheme though. Cabin Crew were all very conscientious and courteous. I am impressed with the quality of their training and attention to detail. Catering: Vegetarian option. Quite average tasting, a little bland. Disembarking & Luggage: Smooth landing, 7-8 min to taxi to apron in DEL. Very long walk from aerobridge to luggage belt. Luggage was ready by the time I got to the belt. Overall a good experience and will fly again.",Solo Leisure,Economy Class,7,3,5,3,,3,4,yes
vistara,Karan Gupta,2017-04-20,"✅ Verified Review |  I was scheduled to fly from Mumbai to Goa on 20 March 2017 for which I booked about five months in advance but just a week before departure, Vistara cancelled the flight. I was not provided with any other alternate flight so had to book about three days before departure and it cost me a bomb. On the contrary my parents flew from Delhi to Goa by SpiceJet in February. At that time too, SpiceJet cancelled the flight but they provided us with an alternate flight which was great on their part. ",Couple Leisure,Economy Class,1,,,,,1,1,no
vistara,Chandar Venkatesh Nandi,2017-04-18,"✅ Verified Review | I was scheduled to travel Vistara from Srinagar to Bangalore via Delhi. Flight 744 was departing Srinagar at 06.10 PM, reaching Delhi by 07.35 PM. The connecting flight from Delhi to Bangalore (811) was to depart at 06.45 AM the next day. My travel Booking was from Srinagar to Bangalore under a single PNR. But Srinagar ground staff gave me boarding passes to Delhi only. Added to that they booked the checked in baggages to Delhi only. They wanted me to collect the luggages at Delhi, do a fresh check in for Bangalore flight. They did not allow the transfer facility at Delhi. I was inconvinienced a lot. We were a senior citizen couple. Repeated request to the Ground staff and the airport Manager at Srinagar fell on deaf ears. In future, I would avoid travelling by Vistara.",Couple Leisure,Economy Class,5,3,4,4,,1,3,no
vistara,Siddhartha Das,2017-03-27,"✅ Verified Review |  Mumbai to Delhi. Vistara had been my preferred domestic airline for the past two years since I flew it for the first time. It's on time performance, new and clean aircraft, fantastic service, good food, etc has made it my favourite. The website and app is simple and user friendly. I am impressed with its frequent flyer programme where the points accrued seem to be more than other airlines. Staff are courteous and the systematic boarding gives a feel good factor right from the beginning of the journey. Food served is nice and hot. Leg space is good and arguably the best among domestic airlines. I hope that Vistara is able to increase its fleet size and fly to more number of sectors other than increasing the flights in the current sectors. Also hope that they continue with this wonderful service !",Business,Economy Class,9,4,5,4,,5,4,yes
vistara,B Victor,2017-03-05,"✅ Verified Review |  Flew from New Delhi to Mumbai. This was the first time I have travelled with Vistara and I have to say I was very pleased. In my opinion this airline is undoubtedly the best in India. One thing I would like to point out is that they should have IFE in premium economy, so as there is a differentiation between economy, premium economy and business class.",Solo Leisure,Premium Economy,9,5,5,5,,4,4,yes
vistara,S Vickers,2017-02-17,✅ Verified Review |  Flew from Delhi to Mumbai with Vistara on an A320. The check-in was done very comfortably with no queues. While boarding the aircraft we were warmly welcomed by the cabin crew and always had had a smile on their faces which also kept on realising that we were on board a TATA Sons airline. The interior was fantastically decorated as well as well-maintained. The seats had a very soft cushioning which made us feel very comfortable. This was the first Indian airline whose seats were made up of leather. The legroom was also nice. The food tasted fantastic. I am very eager to fly Internationally with them. Overall a very pleasant and comfortable journey and also had a very fantastic experience.,Business,Economy Class,10,5,5,5,5,5,5,yes
vistara,Kevin Barrance,2017-01-22,✅ Verified Review |  Ahmedabad to Delhi. I was looking forward to flying on Vistara but it wasn't the greatest of experiences. First of all the flight was brought forward although this was due to restrictions in Delhi rather than Vistara's fault. Then because I had paid using an international credit card upon checking they said they would have to verify it before they could issue my boarding pass! I have never encountered this before so had to wait for about 15 minutes before they came and gave it to me. The flight itself took off and arrived some 45 minutes behind schedule. Seating was better than on Jet Airways domestic economy and the food served was OK for a short journey. Vistara seem to be offering a good product but it wasn't quite the positive experience I was hoping for.,Business,Economy Class,7,4,3,3,,2,3,yes
vistara,Rajan Parrikar,2017-01-15,"✅ Verified Review |  Goa to Bombay in Business Class in an A320 in Jan 2017. A high quality product both on the ground and in the air. The aircraft are new, cabins and restrooms clean and well-maintained. The onboard staff provides excellent service. Special attention is paid to the food served (at least in Business Class). The menu card lists the calories of every item on offer. In my experience, Vistara is currently the best domestic airline in India, and by far. If inflight wifi is provided it would round off the package beautifully.",Solo Leisure,Business Class,10,5,5,5,,5,4,yes
vistara,Rajan Parrikar,2016-12-18,"✅ Verified Review | Bombay to Goa in Business Class in an A320. Every aspect of this flight from check-in to boarding to in-flight service to baggage retrieval was faultless. The staff are well-groomed, efficient and warm. The cabins are clean although somewhat spartan (that is, no wifi or monitors). And for short-haul flights the seats are comfortable. I was glad that my bags emerged first and quickly (I was the only passenger in Business Class).",Solo Leisure,Business Class,10,4,5,5,,5,4,yes
vistara,T Gantog,2016-12-11,✅ Verified Review |  Mumbai to Kochi. Vistara combines luxury with comfort and is a wonderful airline. I was travelling in Premium Economy I was the only passenger in both the Premium Economy and Business class cabin. The meal was delicious and I enjoyed a comfy seat with neck pillows and extra leg-room.  Just before landing the crew hand out a hot towel wipe. The flight was an on-time arrival and a warm good-bye by the crew..,Solo Leisure,Premium Economy,9,5,5,5,4,4,4,yes
vistara,Shivam Negi,2016-11-14,"✅ Verified Review |  I specifically chose their last departure from Delhi to Mumbai for various reasons, to check out the meal offerings and punctuality. The flight was ahead of schedule. The aircraft was the newest one and was clean. The boarding was done in a professional manner. Business, Premium Economy and then Economy. The seats are best in comfort especially if one is looking for a night flight. The meal options were nice and I loved the fact they were quite thoughtful as travellers prefer to have something light and not too spicy. The meal was accompanied with orange juice followed by coffee/tea service.",Family Leisure,Economy Class,10,5,5,5,,5,5,yes
vistara,Savi Mull,2016-11-10,✅ Verified Review |  Delhi to Lucknow with Vistara. A refreshingly great airline to fly with. Smooth check in and boarding procedures at both airports. Short flights with a meal in a box which was not of that good quality. Flight attendants were helpful and warm. Seat pitch one of the best in the Indian skies. Clean cabins and great service. Highly recommended.,Solo Leisure,Economy Class,9,5,5,3,,4,5,yes
vistara,D Amir,2016-11-02,"✅ Verified Review | Flew Vistara from Lucknow to Delhi in premium economy. It was a wonderful experience and definitely better than i've ever had on any 50 minutes flight previously. I have to say Vistara is better than the North American carriers i've flown with. They gave a hot / cold towel service and also coffe and tea run along with complimentry sandwiches, cookies, wipes etc. For me its the best airline and best 50 min flight i've ever taken.",Business,Premium Economy,10,5,5,5,5,5,5,yes
vistara,Chandra Dubey,2016-10-23,"✅ Verified Review |  Lucknow to Delhi. I flew Vistara for the first time and I was not disappointed.The website is easy to use and also they offer web check in and dont charge for seat selection. The food that was served was delicious, it was a short flight of 40 minutes so a snack box was served with an option of veg and non veg. All in all it was the best domestic flight I've had and would fly Vistara again.",Family Leisure,Economy Class,10,5,5,5,3,5,5,yes
vistara,Anitha Sathya,2016-10-20,"✅ Verified Review |  Mumbai to Bangalore with Vistara. Friendly ground Staff, Cabin crew were friendly and welcoming. Cabin crew uniform isn't appealing to me.  Departure was delayed by more than 30 mins and no announcing as to why it is delayed. Onboard meal is included in ticket price. I ordered Non Veg meal, It tasted below average. Better legroom definitely compared to other airlines. ",Solo Leisure,Economy Class,6,3,3,1,1,3,3,yes
vistara,Avinash Sadarangani,2016-10-14,"✅ Verified Review | Guwahati to Delhi with Vistara. Took a last minute flight so had to pay a lot but it wasn't a very good experience. The positives - decent ground staff, better than many airlines and leg space was better than regular low cost airline carriers. However, cabin staff couldn't speak proper English and forget smiling faces. Everything felt temporary. From the ground staff (outsourced) or the old leased planes. Food and beverages offered can extract a maximum value of 500INR on the ticket price. You could spend 500INR and get a much better meal in any of the other airline carriers. Their entire gameplay is premium but nothing spelt premium to me. At least in regular economy class. The flight was mid-afternoon and it became quite warm in the flight. Adding to the heat was the seats which were leather. We kept asking the flight attendants to reduce the temperature but to no avail. Basically, a really bad experience.",Family Leisure,Economy Class,3,4,2,2,,4,1,no
vistara,A Bandey,2016-10-09,"✅ Verified Review |  Delhi to Lucknow. The seats and legroom in Economy is more than other indian airlines.  It was a short 45-50 minute flight but we were served a snack box with juice, delicious sandwich with options of veg and non veg along with delicious cookies.  Its been over a year that I have been travellin with them and they have been successfull in maintaining their higher standard and thats what makes them the new unique feeling of flying. I just hope they start streaming content to pax devices soon.",Business,Economy Class,10,5,5,5,,5,5,yes
vistara,D Amir,2016-10-01,✅ Verified Review | Lucknow to Delhi in Economy Class on Vistara. A320 aircraft. The seats were unique and classy with leather covers and beautiful colours and winged adjustable headrests which we normally don't see on other Indian cariers in domestic flights. This is what makes Vistara more comfortable and I would definately prefer them over all other airlines in India. For me at the moment they are the best after the exit of Kingfisher in the past. I just hope they stream IFE or get the screens installed either of them would be a considerable improvement.,Business,Economy Class,10,5,5,5,,5,5,yes
vistara,D Chopra,2016-09-28,"✅ Verified Review |  This was my first time in Economy with Vistara flying from Lucknow to Delhi. The ground staff and boarding were excellent. The seats even in economy are all upholstered leather with winged adjustable headrests and the cabin smells good and was cleaned thoroughly before we boarded even given the short time the cleaning staff got to clean the aircraft. The cabin crew gave all pax a snack box with a juice, hot cutlet, chapati, cookies, face wipes, tomato ketchup and a bottle of water which was all very tasty. All in all it a wonderful experience. They lack IFE which I think should be added soon and should be a must once they go international.",Business,Economy Class,10,5,5,5,,5,5,yes
vistara,Yamshi Sagir,2016-09-16,"✅ Verified Review |  Lucknow to Pune via Delhi. I travelled with Vistara for the first time, booked economy ticket. Proper lunch and snacks were served, reading stuff was available. The staff was courteous and helpful. Overall, I enjoyed my journey, after hectic schedule at home while returning I find the flight quite comfortable. Being a economy flyer travelling this route frequently my experience with Vistara is best up till now compared to all others.",Solo Leisure,Economy Class,9,4,4,5,,4,5,yes
vistara,D Kubin,2016-09-13,"✅ Verified Review |  Delhi to Lucknow in Premium Economy with dedicated check in, complimentary drinks, Priority boarding, pillows, Priority Baggage. Between 33-36 inch legroom and  the seats were leather with adjustable headrest. The meal was hot on this short 1 hour flight. And my baggage arrived right after business class and a person was at the belt taking off baggage and  helping us. They dont have IFE.",Solo Leisure,Premium Economy,10,5,5,5,,5,5,yes
vistara,Rajan Parrikar,2016-09-13,✅ Verified Review |  Goa to Mumbai. Air Vistara aircraft are new with well-maintained interiors. Business Class product provides comfort and efficiency for flights shorter than 2 hours. In-flight service is outstanding as is the quality of food served. If there is one area for improvement it is that they don't yet provide wifi or any other form of entertainment. I have now flown Business Class on Vistara 3/4 times in the past year and the product has been consistent.,Solo Leisure,Business Class,10,4,5,5,,5,4,yes
vistara,D Bunay,2016-09-05,✅ Verified Review |  Lucknow to Delhi. I love the way the crew service and also the food was amazing. I was given a pre loaded tab with one way wifi in it and able to use WIFI phone streaming content to my phone directly. I can't wait for them to fly international.,Solo Leisure,First Class,10,5,5,5,4,5,5,yes
vistara,M Theeran,2016-08-13,"✅ Verified Review |  Mumbai to Delhi. Excellent service, hot food, Clean cabins and seats. Courteous and well dressed staff. I found it the best airline to fly in India and I hope they go international soon. They must provide inflight entertainment or a USB port on each seat.",Solo Leisure,Economy Class,10,5,5,5,3,5,5,yes
vistara,Ravin Ramachandran Nair,2016-08-03,"✅ Verified Review |  Delhi to Mumbai. Vistara turned out to be a pleasant experience for my first flight experience. I was booked on an Economy seat and contacted on the day prior to departure with an offer to purchase Premium Economy service at INR 3,000 per seat which was a good deal. Check-in staff at both New Delhi and Mumbai airports were efficient and warm. Very engaging staff members at the dedicated counter for Premium Economy passengers. 20kg checked in baggage and airline was quite generous with cabin baggage too. Luggage was tagged as 'Priority'. Premium Economy Passengers were invited to board through a dedicated lane at both airports. The fleet is maintained new, smells good and appears clean. Cabin crew were friendly, but like most Indian flight attendants they were too pre-occupied with their checks and service formalities and the graciousness of the flight attendants of Singapore Airlines was lacking. Nevertheless, the flight attendants seemed to be far ahead of their other Indian counterparts. Leg room in Premium Economy was definitely enhanced with what appeared to be a 35"" seat pitch. No in-flight entertainment on board, yet. Their in-fight magazine indicated that wireless streaming of entertainment is scheduled to launch shortly. Ample and interesting reading material was available on board. In-flight service included warm towels and great food presented well. On arrival at both airports, it was interesting to note that all the bags that came out first had the Priority Tag on. They seem to take their Priority tag business very seriously. Vistara is an excellent product in the Regional Indian Market and they have all the makings of a Skytrax 4 to 5 Star rating. The airline makes their competition looking like a bunch of novices in the business.",Business,Premium Economy,8,4,4,5,1,5,5,yes
vistara,Nandita Ahuja,2016-06-21,"✅ Verified Review | Delhi to Mumbai with Vistara in Premium Economy. My first experience was a good one. Seats were very comfortable, meal was tasty, the staff were warm and helpful and the flight was punctual. I might move my priorities from Indigo to Vistara.",Solo Leisure,Premium Economy,9,5,4,5,3,3,5,yes
vistara,G Vakesh,2016-06-15,"✅ Verified Review |  Varanasi to Delhi, and was my second time in Vistara, and an amazing experience. I have to say that all are so calm and good to provide better services, prices are good not so high. Meals are perfect. Thanks to Vistara that provides such an excellent service.",Solo Leisure,Premium Economy,10,5,5,5,4,5,5,yes
vistara,D Hoover,2016-04-13,"✅ Verified Review |  Delhi to Mumbai with Vistara. After a long time, this was first time that I really liked everything in a flight. Starting from the moment I checked in to actual flight, everything was just fabulous. The hostess was outstanding, the way she served drinks, food, etc and then collected garbage - looking through the seats for missed paper glasses left a decent impression with my wife and I. A pat for all the Vistara crew.",Family Leisure,Economy Class,10,5,5,5,,5,5,yes
vistara,P Dayal,2016-04-10,"✅ Verified Review |  Hyderabad to Delhi with Vistara. Excellent checkin, flight, comfort, food, service and attitude. Wish other airlines learn from them in India. I was sceptical at first not having any experience of them but we needn't have worried. Came to know later that it it jointly belongs to the Tatas and Singapore Airlines - two excellent brands. Wish them well and hope they fly to more destinations.",Family Leisure,Premium Economy,9,5,5,4,,5,5,yes
vistara,Ankit Dubey,2016-04-08,"Delhi to Lucknow was my second time flying with Vistara, and it is one of the best airlines in India in terms of quality of staff, seating and their on time performance. The  best food in the Indian skies I believe and I love their fresh menu with amazing cuisines. I just hope Vistara adds IFE screens in their airplanes soon which it lacks. Their magazine is not that bad either. ",Solo Leisure,Premium Economy,9,5,5,5,,5,4,yes
vistara,Vikaas Kalantri,2016-03-13,"Mumbai to Delhi, and I feel that Vistara is next in class. The seat space, service, food and staff. This airline scores over other airlines in India for domestic travel. The only issue is that it doesnt fly to much routes or I would fly them more. Truly an amazing experience.",Business,Business Class,10,5,5,5,5,5,5,yes
vistara,Rudra Bhattacharya,2016-03-06,"Goa to Mumbai, and Vistara was a good experience for travelling with family, No hassle check-in and good leg space, Flight crew was courteous and in flight meal was provided for even a short 1 hour travel. Definitely would like to travel with Vistara again and would recommend.",Couple Leisure,Economy Class,8,5,4,4,,4,5,yes
vistara,Atharva Agashe,2016-03-06,"Mumbai to Bengaluru. This was my third time flying with this airline, but this time my experience wasn't as good as I expected. The first was at the check-in where my luggage was overweight. I didn't mind paying but the charge per kg for excess luggage was quite high. The inflight service was very good, as the staff were very nice and friendly, and food served was delicious and was different from the last time I flew. Overall, the journey was satisfactory.",Solo Leisure,Economy Class,6,5,5,5,,5,3,yes
vistara,Abhishek Ghamande,2016-02-29,"Flew Vistara for the first time in February from Delhi to Mumbai. Amazing experience. Loved the new aircraft, food and service. Truly value for money. Surprised by the leg space in economy. Tasty food and served hot.",Solo Leisure,Economy Class,10,5,5,5,,5,5,yes
vistara,Samarendra Patra,2016-02-28,"Bhubaneswar to Delhi with Vistara. I had booked this flight just 1 day eelier and I had got a pretty good deal. The aircraft was new and fresh. They initiated boarding process before time which was good to see, there was no rush. They offered a choice from vegetarian and non-vegetarian breakfast. There were variety of beverages available: Tea and Coffee after the breakfast. Business Service at a price of an economy seat. But the seat was not comfortable to the extent as was expected from a TATA brand.  Still I recommend Vistara.",Solo Leisure,Economy Class,8,3,5,4,5,5,5,yes
vistara,Shivam Negi,2016-02-23,"Mumbai to Delhi with Vistara. I had booked this flight 20 hrs before my travel and I had got a pretty good deal. During check-in I was informed that I have been upgraded to Premium Economy, which was a delight. The aircraft was new and fresh. The boarding was so calm, as they had initiated boarding process before time which was good to see, there was no rush.  The seat was comfortable. There were Two vegetarian and one non-vegetarian choice. I took the Oriental choice which was fab. Ras Malai and Green Salad were on the sides. There were variety of beverages available. Tea and Coffee after the meal. It was Business at a price of an economy seat. I recommend Vistara's Premium Economy.",Solo Leisure,Premium Economy,10,5,5,5,,5,5,yes
vistara,Satya Tripathi,2016-02-14,"Bhubaneswar to Delhi, and I have flown Vistara thrice by now, and their service quality is consistently better than other airlines in India.  Most importantly, their fares offer serious value for money and one does not mind paying a bit more than the domestic LCC fares for such quality!",Business,Business Class,9,5,5,5,4,4,5,yes
vistara,Rishad Patell,2016-02-10,"Vistara flight from Delhi to Mumbai. Check in was very smooth with many open counters at Delhi T3. Flight was delayed 20 minutes and we were kept informed. Boarding very quick and efficient. Seats in economy seem better than most domestic carriers. Aircraft clean. Food served included a nice chicken with noodles, corn salad and dessert- quite nice. Tea/Coffee service after the meal. Pilot updates were frequent and the flight got in only 10 minutes late. Bags on belt as soon as we got there. Great experience and a welcome new full service carrier for India.",Business,Economy Class,8,5,4,4,,5,4,yes
vistara,Rishad Patell,2016-02-10,"Vistara flight from Delhi to Mumbai. Check in was very smooth with many open counters at Delhi T3. Flight was delayed 20 minutes and we were kept informed. Boarding very quick and efficient. Seats in economy seem better than most domestic carriers. Aircraft clean. Food served included a nice chicken with noodles, corn salad and dessert- quite nice. Tea/Coffee service after the meal. Pilot updates were frequent and the flight got in only 10 minutes late. Bags on belt as soon as we got there. Great experience and a welcome new full service carrier for India.",Business,Economy Class,8,5,4,4,,5,4,yes
vistara,Renu Bhalla,2016-01-22,"Bangalore to New Delhi with Vistara, and I was travelling with my husband. We had booked the tickets on premium economy, but to our surprise we were bumped up to business class. I have to say this it is one of the best airlines in India. I was quite impressed by their service, on the ground and in the air. Too bad they don't have a lounge yet.",Couple Leisure,Business Class,10,5,5,5,4,5,5,yes
vistara,Puneesh Makhija,2016-01-08,"Delhi to Bangalore flight UK889. The flight was delayed by 5 hours due to dense fog. It was supposed to take-off at 6:25 am, but we finally took-off at 11:35 am.  At close to 7:30 am, they requested the customers to go to food court and have breakfast. It was just Dosa or Pudi. I was under impression that complimentary breakfast was over. Though, when we boarded the flight at 8:30, again they served the proper breakfast. The flight could not move by 9:30 as it was in queue. Again, close to 10:00 am they served Cookies and Juice. Though, the flight was delayed for 5 hours, crew member and staff made sure that people were always informed and server well. I will definitely prefer Vistara next time.",Solo Leisure,Economy Class,9,5,5,5,,5,5,yes
vistara,Prayash Giria,2016-01-07,"Mumbai to Delhi return and upgraded to Vistara premium economy on outbound (greater legroom, priority boarding, baggage first-out). By far the most courteous staff and crew, and the best in-flight catering on a domestic Indian flight. Spacious enough, and seats were not uncomfortable. Flights were delayed both times. They should roll out inflight entertainment, or cut fares.",Couple Leisure,Economy Class,6,3,5,5,,5,2,yes
vistara,Prayash Giria,2016-01-07,"Mumbai to Delhi return on peak hour flights. Premium economy on the outbound, economy on the inbound. Flights were delayed, and had no in-flight entertainment. However, crew and ground staff are very courteous (one offered us an upgrade). Premium Economy gets you extra legroom, dining choices, priority boarding and deplaning, and baggage first-out, but unless they get their IFE act sorted, its not worth the price. Economy is regular, but with pleasing staff and good food (better so than Premium Economy). Again, at the price point, a little IFE and more baggage allowance should be included.",Couple Leisure,Premium Economy,6,3,5,5,1,5,3,yes
vistara,Rohit Raj,2015-12-28,"Delhi to Mumbai. Vistara is a relatively a new airline which gives you a full-service carrier within Indian skies. Its services are good with good choice of food, attentive and helpful ground and inflight staff, clean aircraft with decent legroom. The only thing it lacks is the IFE which is not available. Overall, a customer friendly airline.",Solo Leisure,Premium Economy,9,4,5,4,,4,4,yes
vistara,A Basu,2015-12-04,"Vistara is a new airline and they do some things well. There is good leg room, boarding is by seat number and works well. The food is so-so. However, I have taken the evening flight from Bangalore to Delhi three times, and it has been late each time. It appears to be a regular thing on this route, the staff is unconcerned and seem like they are used to it. ",Business,Economy Class,5,5,4,3,,4,4,no
